County,Organisation,Scheme,Amount Allocated
Roscommon,Athlone Gymnastics Club,2003,"10,000.00"
Roscommon,Ballinagare Health & Leisure (Community Centre),2003,"80,000.00"
Roscommon,Boyle GAA Club,2003,"48,000.00"
Roscommon,Roscommon & District Football League Ltd,2003,"145,000.00"
Roscommon,Skyvalley Rovers,2003,"45,000.00"
Roscommon,St Aidan's GAA Club,2003,"50,000.00"
Roscommon,St Croans GAA Club,2003,"100,000.00"
Roscommon,St Dominics Parks Committee,2003,"70,000.00"
Roscommon,St Ronans GAA Club,2003,"40,000.00"
Roscommon,Tramane GAA Club,2003,"50,000.00"
Roscommon,Western Gaels GAA Club,2003,"80,000.00"
Sligo,Ballymote Community Parks Sports,2003,"16,000.00"
Sligo,Coolaney Development Company Limited by Guarantee,2003,"50,000.00"
Sligo,Coolaneymullinabreena GAA club,2003,"20,000.00"
Sligo,Cumann Naomh Mhuire T/A St. Mary's GAA Club,2003,"20,000.00"
Sligo,Enniscrone Kilglass Gaa Club,2003,"80,000.00"
Sligo,Geevagh Community Resources Ltd,2003,"80,000.00"
Sligo,Institute of Technology Sligo,2003,"200,000.00"
Sligo,Oxfield Playing Grounds,2003,"20,000.00"
Sligo,Sligo County Council,2003,"250,000.00"
Sligo,Strand Celtic FC,2003,"40,000.00"
Sligo,Tourlestrane GAA Clu,2003,"80,000.00"
Sligo,Yeats United Soccer Club,2003,"45,000.00"
Tipperary,Carrick United AFC Company Limited by Guarantee,2003,"80,000.00"
Tipperary,Castleview Lawn Tennis club Ltd,2003,"100,000.00"
Tipperary,Clodiagh Rangers FC,2003,"100,000.00"
Tipperary,Clonmel Boxing Club Ltd,2003,"3,000.00"
Tipperary,Drom & Inch Gaa Club,2003,"60,000.00"
Tipperary,Duneske Leisure Limited,2003,"400,000.00"
Tipperary,Durlas Og,2003,"30,000.00"
Tipperary,Emly Tennis Club,2003,"12,000.00"
Tipperary,Galtee Rovers St Pecaun's GAA Club,2003,"120,000.00"
Tipperary,Gortnahoe Commmunity Association,2003,"18,000.00"
Tipperary,J.K. Brackens GAA Club,2003,"7,000.00"
Tipperary,Killavilla United AFC,2003,"150,000.00"
Tipperary,Knockavilla Donaskeigh Kickhams GAA Club,2003,"70,000.00"
Tipperary,LATTIN LAWN TENNIS CLUB,2003,"5,000.00"
Tipperary,Moyle Rovers GAA Club,2003,"150,000.00"
Tipperary,Moyne Athletic Club,2003,"7,000.00"
Tipperary,Moyne/Templetuohy Hurling and Football GAA Club,2003,"50,000.00"
Tipperary,Nenagh All Weather Pitch Committee Ltd,2003,"10,000.00"
Tipperary,New Institute Nenagh,2003,"30,000.00"
Tipperary,Newcastle GAA Club,2003,"45,000.00"
Tipperary,Rearcross Football Club,2003,"30,000.00"
Tipperary,Rosanna Lawn Tennis Club,2003,"50,000.00"
Tipperary,Rosegreen Development Association Company Limited by Guarantee,2003,"4,000.00"
Tipperary,Templemore Athletic Club,2003,"100,000.00"
Waterford,Ballinameena Community Centre,2003,"20,000.00"
Waterford,Bohemians FC (Waterford),2003,"100,000.00"
Waterford,Brideview Utd AFC,2003,"70,000.00"
Waterford,Cappoquin Rowing Club,2003,"30,000.00"
Waterford,Colligan/Emmets Hurling and Football Club,2003,"40,000.00"
Waterford,Dunhill GAA/Sports Centre,2003,"50,000.00"
Waterford,Kilmacthomas GAA Club,2003,"30,000.00"
Waterford,Railway Athletic Soccer Club,2003,"80,000.00"
Waterford,Rathgormack GAA Club,2003,"80,000.00"
Waterford,Saviours Crystal Boxing Club,2003,"250,000.00"
Waterford,Southend United F.C. Waterford,2003,"60,000.00"
Waterford,Stradbally AFC,2003,"25,000.00"
Waterford,Tramore AFC,2003,"70,000.00"
Waterford,Waterford Boat Club,2003,"3,000.00"
Waterford,Waterford City & County Council,2003,"80,000.00"
Waterford,Waterford City & County Council,2003,"1,200,000.00"
Westmeath,Athlone GAA,2003,"105,000.00"
Westmeath,Athlone Sub Aqua Club Ltd,2003,"25,000.00"
Westmeath,Athlone Tennis Club,2003,"10,000.00"
Westmeath,Athlone Town Football Club,2003,"600,000.00"
Westmeath,Bunbrosna GAA Club,2003,"30,000.00"
Westmeath,Coralstown Kinnegad GAA,2003,"200,000.00"
Westmeath,Delvin Handball Club,2003,"100,000.00"
Westmeath,Mullingar Gymnastics Club,2003,"7,000.00"
Westmeath,Mullingar Sub Aqua Club,2003,"10,000.00"
Westmeath,Mullingar Tennis & Badminton Club,2003,"8,000.00"
Westmeath,Rosemount GAA,2003,"80,000.00"
Westmeath,St. Paul's GFC Clonmellon,2003,"70,000.00"
Westmeath,Streete Parish Park Committee,2003,"35,000.00"
Wexford,Ballyhogue GAA Club,2003,"25,000.00"
Wexford,Cloughbawn GAA Club,2003,"60,000.00"
Wexford,Craanford Community Field,2003,"45,000.00"
Wexford,Fastnet Rovers,2003,"6,000.00"
Wexford,Faythe Harriers Hurling & Camogie Club,2003,"120,000.00"
Wexford,Geraldine O Hanrahans GAA Club,2003,"50,000.00"
Wexford,Glynn Barntown GAA Club,2003,"90,000.00"
Wexford,Gorey Celtic FC,2003,"60,000.00"
Wexford,Killenagh wanderers,2003,"50,000.00"
Wexford,Marshalstown / Castledockrell GAA Club,2003,"40,000.00"
Wexford,New Ross Celtic AFC,2003,"100,000.00"
Wexford,Oulart The Ballagh,2003,"100,000.00"
Wexford,Rathangan Parish Hall Committee,2003,"20,000.00"
Wexford,St Anne's Rathangan GAA club,2003,"100,000.00"
Wexford,St Johns Volunteers,2003,"50,000.00"
Wexford,st josephs afc,2003,"75,000.00"
Wexford,St. Cormac's AFC,2003,"40,000.00"
Wexford,Wexford Football League,2003,"130,000.00"
Wicklow,Arklow Rowing Club,2003,"3,000.00"
Wicklow,Arklow Town AFC,2003,"200,000.00"
Wicklow,Blessington Sailing Club,2003,"15,000.00"
Wicklow,Bray Emmets GAA Club,2003,"250,000.00"
Wicklow,Carnew Emmets GAA Club,2003,"120,000.00"
Wicklow,Cobra Gymnastics Club,2003,"5,000.00"
Wicklow,Hollywood Shamrocks GAA Club,2003,"120,000.00"
Wicklow,Rathdrum RFC,2003,"150,000.00"
Wicklow,Rathnew GAA Club,2003,"75,000.00"
Wicklow,St Patricks GAA Club Wicklow,2003,"65,000.00"
Carlow,Bagenalstown Pitch + Putt Soccer and Tennis Club,2004,"60,000.00"
Carlow,Ballon GAA Club,2004,"40,000.00"
Carlow,Ben Mulhall Memorial Park Association,2004,"60,000.00"
Carlow,Carlow Sports & Social Club,2004,"20,000.00"
Carlow,Éire Óg CLG,2004,"200,000.00"
Carlow,New Oak Boys Football Club,2004,"2,000.00"
Carlow,Old Leighlin Basketball Club,2004,"10,000.00"
Carlow,OLD LEIGHLIN GFC,2004,"10,000.00"
Carlow,Palatine GAA Club,2004,"45,000.00"
Carlow,Rathvilly GAA Club,2004,"45,000.00"
Carlow,St Patrick's Boys AFC,2004,"70,000.00"
Carlow,Tinryland GFC,2004,"70,000.00"
Cavan,Ballyhaise GAA Club,2004,"20,000.00"
Cavan,Ballyjamesduff Soccer Club,2004,"50,000.00"
Cavan,Cavan Town Council Tullacmongan,2004,"50,000.00"
Cavan,Coiste Bhreifne Uí Raghaillaigh (Cavan G.A.A.),2004,"150,000.00"
Cavan,Cootehill Celtic GAA,2004,"20,000.00"
Cavan,Crosserlough GFC,2004,"70,000.00"
Cavan,Drumalee,2004,"15,000.00"
Cavan,kill community development,2004,"60,000.00"
Cavan,Kingscourt Handball and Racquetball Club,2004,"100,000.00"
Cavan,Lacken Celtic GFC,2004,"150,000.00"
Cavan,Leisure & Sports Complex (Ballinagh) Trust Ltd,2004,"70,000.00"
Cavan,Mullahoran GFC,2004,"80,000.00"
Cavan,SHERCOCK SPORTS AND RECREATIONAL FACILITIES LTD,2004,"65,000.00"
Cavan,Templeport Saint Aidans GAA Club,2004,"100,000.00"
Cavan,Virginia Rugby Club,2004,"75,000.00"
Clare,Banner GAA Club Ennis,2004,"30,000.00"
Clare,Burren Sub Aqua Club Ltd,2004,"20,000.00"
Clare,Clare County Council,2004,"700,000.00"
Clare,Clonlara Leisure Athletic and Sports Centre,2004,"150,000.00"
Clare,Corofin GAA Club,2004,"20,000.00"
Clare,Cratloe GAA Club,2004,"150,000.00"
Clare,Ennis Rapid Community Assembly,2004,"90,000.00"
Clare,Ennis Sub Aqua club,2004,"20,000.00"
Clare,Ennistymon Parish Project Community Centre Ltd,2004,"22,000.00"
Clare,Killaloe Ballina Tennis club,2004,"25,000.00"
Clare,Kilmurry Ibrickane GAA,2004,"25,000.00"
Clare,Lifford Oldtown AFC,2004,"50,000.00"
Clare,Meelick GAA Club,2004,"45,000.00"
Clare,Park Rangers AFC Limited,2004,"5,000.00"
Clare,Parteen St. Nicholas GAA Club,2004,"30,000.00"
Clare,St Breckans GAA,2004,"40,000.00"
Clare,St Senans RFC,2004,"160,000.00"
Clare,Tulla United AFC,2004,"70,000.00"
Clare,Wolfe Tones Camogie Club,2004,"75,000.00"
Cork,Ardfield Rathbarry Galleyflash Rowing Club,2004,"7,000.00"
Cork,Ballincollig GAA Club,2004,"70,000.00"
Cork,Ballyhea GAA Club,2004,"90,000.00"
Cork,Baltimore Sailing Club,2004,"35,000.00"
Cork,Banteer Community Sportsfield Ltd,2004,"45,000.00"
Cork,Banteer Youth Club,2004,"1,000.00"
Cork,Bantry Rowing Club,2004,"8,000.00"
Cork,Bishopstown GAA Club,2004,"50,000.00"
Cork,Blackpool Community Co-op Service Centre Ltd,2004,"40,000.00"
Cork,Blarney Hurling and Football Club,2004,"50,000.00"
Cork,Boherbue GAA Club,2004,"25,000.00"
Cork,Brian Dillons Hurling and Football Club,2004,"100,000.00"
Cork,Casement Celtic Football Club,2004,"26,000.00"
Cork,Castlelyons GAA Club,2004,"65,000.00"
Cork,Charleville RFC,2004,"60,000.00"
Cork,Clonakilty GAA Club,2004,"100,000.00"
Cork,Clonakilty RFC,2004,"70,000.00"
Cork,Cloughduv Hurling Club,2004,"180,000.00"
Cork,Coachford AFC,2004,"75,000.00"
Cork,Cobh GAA Club,2004,"80,000.00"
Cork,College Corinthians AFC Limited,2004,"250,000.00"
Cork,Community and Renewal Enterprises,2004,"150,000.00"
Cork,Cork City Council,2004,"90,000.00"
Cork,Cork City Council,2004,"100,000.00"
Cork,Cork County Council,2004,"70,000.00"
Cork,Cork County Cricket Club,2004,"4,000.00"
Cork,Cork CSI Campsite Activity and Sports Centre,2004,"50,000.00"
Cork,Crosshaven Rowing Club,2004,"6,000.00"
Cork,Cuman Peile Mhichil Naofa,2004,"40,000.00"
Cork,Cumann Camogaiochta Iniscartha,2004,"40,000.00"
Cork,Donoughmore Hurling & Football Club,2004,"20,000.00"
Cork,Dromina GAA,2004,"50,000.00"
Cork,Dromtarriffe GAA Club,2004,"40,000.00"
Cork,Durrus & District Community Council,2004,"150,000.00"
Cork,Fermoy Boys + Girls Boxing Club,2004,"5,000.00"
Cork,Fermoy Rowing Club,2004,"35,000.00"
Cork,Freemount GAA Club,2004,"35,000.00"
Cork,Glandore Harbour Yacht Club,2004,"10,000.00"
Cork,INE Church of Ireland Cork Young Mens Association,2004,"200,000.00"
Cork,Kanturk AFC Limited,2004,"60,000.00"
Cork,Kanturk Cycling Club Ltd,2004,"15,000.00"
Cork,Kilmacabea and Glandore Rowing Club,2004,"8,500.00"
Cork,Kilshannig GAA Club,2004,"250,000.00"
Cork,Kiskeam GAA Club,2004,"30,000.00"
Cork,Leeds AFC,2004,"25,000.00"
Cork,Leevale Athletic Club,2004,"15,000.00"
Cork,Lisgoold GAA Club,2004,"30,000.00"
Cork,Lismire GAA Club,2004,"40,000.00"
Cork,Lombardstown Tennis Club,2004,"20,000.00"
Cork,Lyre Rovers Soccer Club,2004,"35,000.00"
Cork,Mallow GAA Club,2004,"400,000.00"
Cork,Mallow Town Council - Sandfield Playing Pitch,2004,"25,000.00"
Cork,Mallow Town Council - Woodview Drive Playing Pitch,2004,"40,000.00"
Cork,Mayfield Hurling & Football Club,2004,"30,000.00"
Cork,Mayfield United AFC,2004,"300,000.00"
Cork,Millstreet Town Park,2004,"15,000.00"
Cork,Mitchelstown RFC,2004,"2,500.00"
Cork,MourneAbbey Residents Trust Community Council,2004,"100,000.00"
Cork,Munster Branch IRFU,2004,"600,000.00"
Cork,Na Piarsaigh H&F Club,2004,"300,000.00"
Cork,Nemo Rangers Hurling & Football Club,2004,"200,000.00"
Cork,Newtownshandrum GAA Club,2004,"60,000.00"
Cork,Passage United Sports & Social Club Ltd,2004,"50,000.00"
Cork,Rathluirc GAA Club,2004,"65,000.00"
Cork,Ringmahon Rangers AFC,2004,"100,000.00"
Cork,Rockchapel GAA Club,2004,"50,000.00"
Cork,Rosscarbery Rowing Club,2004,"6,000.00"
Cork,Rowing Ireland,2004,"750,000.00"
Cork,Rushbrooke Rowing Club,2004,"7,000.00"
Cork,Rylane Boxing Club,2004,"4,000.00"
Cork,Schull Yawl Rowing Club,2004,"4,000.00"
Cork,St Anne's Pitch and Putt Club Blarney Road,2004,"15,000.00"
Cork,St Catherine's GAA Club,2004,"40,000.00"
Cork,St Joseph's Foundation Charleville,2004,"70,000.00"
Cork,St Mary's AFC,2004,"15,000.00"
Cork,St Oliver Plunketts GAA Club,2004,"50,000.00"
Cork,Sunnyside Amateur Boxing Club,2004,"5,000.00"
Cork,Tadhg Mac Cárthaigh GAA Club,2004,"15,000.00"
Cork,Togher Community Assocaition Limited,2004,"80,000.00"
Cork,Whitechurch & Waterloo Community Association Ltd,2004,"25,000.00"
Cork,Youghal GAA Club,2004,"50,000.00"
Donegal,Aodh Ruadh,2004,"100,000.00"
Donegal,Cappry Rovers AFC,2004,"30,000.00"
Donegal,CLG Gleann Fhinne,2004,"50,000.00"
Donegal,CLG Naomh Mícheál,2004,"75,000.00"
Donegal,Donegal Town Soccer Club Trust Company Ltd,2004,"25,000.00"
Donegal,Fanad Gaels GAA Club,2004,"130,000.00"
Donegal,Glenswilly GAA,2004,"80,000.00"
Donegal,Inishowen Football League,2004,"100,000.00"
Donegal,Inishowen Sub Aqua Club,2004,"15,000.00"
Donegal,Killybegs GAA,2004,"65,000.00"
Donegal,Letterkenny Blaze Basketball Club,2004,"3,000.00"
Donegal,Lifford Athletic Club Ltd,2004,"175,000.00"
Donegal,Manorcunningham Orange Hall Bowling Club,2004,"10,000.00"
Donegal,Milford Park Development Committee,2004,"100,000.00"
Donegal,Moville Celtic Football Club Ltd.,2004,"90,000.00"
Donegal,Naomh Conaill GAA Club,2004,"70,000.00"
Donegal,Ozanam Community and Sports Centre Dunfanaghy,2004,"170,000.00"
Donegal,Quigleys Point Community Centre Ltd,2004,"135,000.00"
Donegal,Raphoe Hockey Club,2004,"8,000.00"
Donegal,Red Hughs GAA Club,2004,"85,000.00"
Donegal,Redcastle Comm Development Ltd,2004,"70,000.00"
Donegal,Robert Emmets GAA Club,2004,"20,000.00"
Donegal,St Eunans GAA Club,2004,"150,000.00"
Donegal,St. John Bosco Club,2004,"40,000.00"
Donegal,St.Johnston Cricket Club,2004,"5,000.00"
Donegal,Twin Towns Boxing Club,2004,"1,000.00"
Dublin,5th Port Dollymount Sea Scout Group,2004,"350,000.00"
Dublin,AUL - FAI Ltd,2004,"35,000.00"
Dublin,Avoca Hockey Club and Newpark Comprehensive School,2004,"250,000.00"
Dublin,Ballyboden St Endas GAA Club,2004,"200,000.00"
Dublin,Ballyboden Wanderers GAA Club,2004,"100,000.00"
Dublin,Ballyfermot Sports Complex,2004,"150,000.00"
Dublin,Ballymun Regional Youth Resource Ltd,2004,"300,000.00"
Dublin,Bay City Amateur Boxing Club,2004,"2,000.00"
Dublin,Blakestown Mountview Youth Initiative and Blakestown Mountview Neighbourhood Youth Project,2004,"15,000.00"
Dublin,BRL - Balcurris Park,2004,"40,000.00"
Dublin,BRL - Ballymun United,2004,"300,000.00"
Dublin,BRL - Coultry Park,2004,"40,000.00"
Dublin,Bushido Kickboxing Karate Palmerstown,2004,"4,000.00"
Dublin,Cabra Panthers Amateur Boxing Club,2004,"2,000.00"
Dublin,Catholic Youth Care,2004,"5,000.00"
Dublin,City of Dublin YMCA,2004,"250,000.00"
Dublin,Clann Mhuire GFC,2004,"65,000.00"
Dublin,CLG Na Fianna,2004,"250,000.00"
Dublin,Clondalkin Athletic Club,2004,"2,000.00"
Dublin,Clondalkin Gymnastics Club,2004,"3,000.00"
Dublin,Clondalkin Rugby Football Club ltd,2004,"30,000.00"
Dublin,Clontarf Cricket Club,2004,"20,000.00"
Dublin,CLontarf GAA CLub,2004,"140,000.00"
Dublin,Clontarf Lawn Tennis Club,2004,"50,000.00"
Dublin,Coiste Atha Cliath C.L.G.,2004,"200,000.00"
Dublin,Commercial Rowing Club,2004,"65,000.00"
Dublin,Coolmine Community School Sports Complex,2004,"200,000.00"
Dublin,Coolmine Rugby Football Club,2004,"350,000.00"
Dublin,Cricket Ireland,2004,"50,000.00"
Dublin,Croi Ro Naofa GAA club,2004,"140,000.00"
Dublin,Cuala GAA,2004,"80,000.00"
Dublin,Cumann Báire Setanta Teo,2004,"150,000.00"
Dublin,Cumann Naomh Maur,2004,"60,000.00"
Dublin,Cumann R s Tailteann - FBD Milk R s,2004,"5,000.00"
Dublin,Cycling Ireland,2004,"85,000.00"
Dublin,Drumcondra Schoolboy FC,2004,"15,000.00"
Dublin,Dublin City Council,2004,"15,000.00"
Dublin,Dublin City Council,2004,"20,000.00"
Dublin,Dublin City Council,2004,"40,000.00"
Dublin,Dublin City Council,2004,"65,000.00"
Dublin,Dublin City Council,2004,"100,000.00"
Dublin,Dublin City Council,2004,"100,000.00"
Dublin,Dublin City Council,2004,"100,000.00"
Dublin,Dublin City Council,2004,"100,000.00"
Dublin,Dublin City Council,2004,"200,000.00"
Dublin,Dublin City Council,2004,"350,000.00"
Dublin,Dublin City Council,2004,"700,000.00"
Dublin,Dublin City Council,2004,"1,000,000.00"
Dublin,Dublin Postal Sports Club Ltd,2004,"200,000.00"
Dublin,Dun Laoghaire Kenpo Karate Club,2004,"2,000.00"
Dublin,Dun Laoghaire-Rathdown CoCo,2004,"4,000.00"
Dublin,Dun Laoghaire-Rathdown CoCo,2004,"30,000.00"
Dublin,Dun Laoghaire-Rathdown CoCo,2004,"30,000.00"
Dublin,Dun Laoghaire-Rathdown CoCo,2004,"40,000.00"
Dublin,Dun Laoghaire-Rathdown CoCo,2004,"40,000.00"
Dublin,Dun Laoghaire-Rathdown CoCo,2004,"80,000.00"
Dublin,Dun Laoghaire-Rathdown CoCo,2004,"120,000.00"
Dublin,Dun Laoghaire-Rathdown CoCo,2004,"160,000.00"
Dublin,Dun Laoghaire-Rathdown CoCo,2004,"400,000.00"
Dublin,Dundrum FC,2004,"40,000.00"
Dublin,East Wall Water Sport Group Ltd,2004,"250,000.00"
Dublin,Erins Isle Pitch and Putt Club,2004,"9,000.00"
Dublin,Esker Celtic FC,2004,"120,000.00"
Dublin,Faculty of Sports and Exercise Medicine,2004,"33,000.00"
Dublin,Fingal County Council,2004,"5,000.00"
Dublin,Fingal County Council,2004,"8,000.00"
Dublin,Fingal County Council,2004,"16,000.00"
Dublin,Fingal County Council,2004,"20,000.00"
Dublin,Fingal County Council,2004,"40,000.00"
Dublin,Fingal County Council,2004,"60,000.00"
Dublin,Fingal County Council,2004,"130,000.00"
Dublin,Garristown GAA Club,2004,"100,000.00"
Dublin,Good Counsel GAA & Camogie Club,2004,"100,000.00"
Dublin,Greenfield Park Boys Club,2004,"25,000.00"
Dublin,Herbert Park Bowling Club,2004,"75,000.00"
Dublin,Home Farm FC,2004,"400,000.00"
Dublin,Irish Basketball Association,2004,"150,000.00"
Dublin,Irish Sub Aqua Club,2004,"6,000.00"
Dublin,Irish Underwater Council,2004,"35,000.00"
Dublin,Janz Gymnastics Club,2004,"6,000.00"
Dublin,Kilnamanagh Family Recreation Centre,2004,"200,000.00"
Dublin,Larkin Sports and leisure Complex,2004,"140,000.00"
Dublin,Leicester Celtic AFC,2004,"70,000.00"
Dublin,Leinster Branch IRFU,2004,"200,000.00"
Dublin,Loreto Hockey Club,2004,"7,000.00"
Dublin,Loughlinstown Boys Football,2004,"10,000.00"
Dublin,Lucan United Fc,2004,"100,000.00"
Dublin,Malahide Cricket Club,2004,"20,000.00"
Dublin,Marlin Sub Aqua Club,2004,"15,000.00"
Dublin,Mellowes BDS FC,2004,"30,000.00"
Dublin,Merrion Cricket Club,2004,"70,000.00"
Dublin,Morton Stadium Management Committee,2004,"245,000.00"
Dublin,North County Cricket Club,2004,"32,000.00"
Dublin,Olympic Council of Ireland,2004,"650,000.00"
Dublin,Oscar Traynor Coaching & Development Centre,2004,"70,000.00"
Dublin,Pembroke Cricket Club,2004,"10,000.00"
Dublin,Pembroke Wanderers Hockey Club,2004,"150,000.00"
Dublin,Phoenix Cricket Club,2004,"17,000.00"
Dublin,Railway Union Cricket Club,2004,"7,000.00"
Dublin,Rathcoole Boys FC,2004,"70,000.00"
Dublin,Rathgar Tennis and Bowling Club,2004,"40,000.00"
Dublin,Rush Cricket Club,2004,"25,000.00"
Dublin,Rush Sailing Club,2004,"70,000.00"
Dublin,Sacred Heart FC,2004,"130,000.00"
Dublin,Sailing in Dublin Club Ltd,2004,"11,000.00"
Dublin,South Dublin County Council,2004,"15,000.00"
Dublin,South Dublin County Council,2004,"19,000.00"
Dublin,South Dublin County Council,2004,"30,000.00"
Dublin,South Dublin County Council,2004,"30,000.00"
Dublin,South Dublin County Council,2004,"30,000.00"
Dublin,South Dublin County Council,2004,"40,000.00"
Dublin,South Dublin County Council,2004,"80,000.00"
Dublin,South Dublin County Council,2004,"100,000.00"
Dublin,South Dublin County Council,2004,"300,000.00"
Dublin,Spinal Injuries Association,2004,"60,000.00"
Dublin,St Brigids GAA (Dublin),2004,"350,000.00"
Dublin,St Catherine's Tae Kwon Do and Aerobics,2004,"4,000.00"
Dublin,St Helena's Rivermount Boys,2004,"40,000.00"
Dublin,St John's Indoor Bowling Club,2004,"1,000.00"
Dublin,St Kevins boys club,2004,"50,000.00"
Dublin,St Mattews Boxing Club Ltd,2004,"2,000.00"
Dublin,St Michael's CBS/Lissadel United FC,2004,"7,000.00"
Dublin,St Patricks Gaa (Palmerstown),2004,"150,000.00"
Dublin,St Paul's Youth Club,2004,"22,000.00"
Dublin,St Peregrine's GAA Club,2004,"50,000.00"
Dublin,St Vincent's and Joseph's Karate Club Fairview,2004,"2,000.00"
Dublin,St Vincent's Basketball Club,2004,"60,000.00"
Dublin,Suttonians RFC,2004,"130,000.00"
Dublin,Templeogue United F.C.,2004,"200,000.00"
Dublin,The Football Association of Ireland,2004,"100,000.00"
Dublin,The Hills Cricket Club,2004,"25,000.00"
Dublin,Tolka Rovers,2004,"50,000.00"
Dublin,Trident Sub Aqua Club,2004,"10,000.00"
Dublin,Tru Blue Sub-Aqua Club,2004,"15,000.00"
Dublin,University College Dublin,2004,"40,000.00"
Dublin,University College Dublin,2004,"500,000.00"
Dublin,Viking Sub aqua club,2004,"14,000.00"
Dublin,Weston Hockey,2004,"100,000.00"
Dublin,Wexford Centre Project,2004,"75,000.00"
Dublin,Whitehall Rangers AFC,2004,"36,000.00"
Dublin,YMCA Cricket Club,2004,"38,000.00"
Galway,Abbeyknockmoy Hurling CLub,2004,"100,000.00"
Galway,Ballinakill Field Committee,2004,"85,000.00"
Galway,Ballymoe Development Centre Ltd.,2004,"130,000.00"
Galway,Cappataggle Comm Sportsfld,2004,"50,000.00"
Galway,Carnmore GAA Hurling Club,2004,"20,000.00"
Galway,Claddaghduff Hall Co. Ltd.,2004,"50,000.00"
Galway,Clarinbridge GAA,2004,"20,000.00"
Galway,Clonberne Community Centre Co Ltd,2004,"130,000.00"
Galway,Creggs Development Association,2004,"66,000.00"
Galway,Father Sammon Community Centre Ltd.,2004,"50,000.00"
Galway,Fohenagh/ Killure/ Kilgerrill Community Council,2004,"110,000.00"
Galway,Galway Bay Sailing Club Ltd,2004,"100,000.00"
Galway,Galway City Council,2004,"150,000.00"
Galway,Galway Sub Aqua Club,2004,"20,000.00"
Galway,Gort Basketball Club,2004,"3,000.00"
Galway,Gort GAA Club,2004,"50,000.00"
Galway,Headford GAA Club,2004,"100,000.00"
Galway,Killannin Community Centre,2004,"50,000.00"
Galway,Killimor Gaa Club,2004,"50,000.00"
Galway,Kinvara Bay Sailing Club,2004,"8,000.00"
Galway,Loughrea Tennis Club,2004,"8,000.00"
Galway,Monivea Rugby Club,2004,"60,000.00"
Galway,Mountbellew Community Development Co. Ltd.,2004,"280,000.00"
Galway,MOYLOUGH PARISH SPORTSFIELD,2004,"40,000.00"
Galway,"National University of Ireland, Galway",2004,"463,671.00"
Galway,Oranmore Community Development Association Limited,2004,"100,000.00"
Galway,Oughterard Community Centre,2004,"100,000.00"
Galway,Oughterard GAA Club,2004,"50,000.00"
